x,y,base_amount,sharpe_ratio,max_drawdown,total_return,score
0.05111111111111111,0.4666666666666667,2000.0,0.3613601445893451,-0.493874365600406,2.392725942243779,-0.3613601445893451
0.05555555555555555,0.5222222222222221,2000.0,0.35657252704775866,-0.49707905210677994,2.3016403919990096,-0.35657252704775866
0.03777777777777777,0.3555555555555555,2000.0,0.3565700239545238,-0.49721890242327393,2.302050878813676,-0.3565700239545238
0.06,0.5777777777777777,2000.0,0.35652388777178334,-0.49980853173981493,2.309652486492698,-0.35652388777178334
0.04222222222222222,0.4111111111111111,2000.0,0.3565013363389691,-0.501082768659445,2.313393277640007,4.654326350255481
0.04666666666666666,0.4666666666666667,2000.0,0.3531810813592166,-0.5042100684000497,2.2533960088791223,4.68891960264128
0.05111111111111111,0.5222222222222221,2000.0,0.3530807974330051,-0.5067930905296537,2.259557060972609,4.714850107863532
0.028888888888888888,0.3,2000.0,0.3530042340956785,-0.5087797847863649,2.264296331813754,4.7347936137679705
0.05555555555555555,0.5777777777777777,2000.0,0.35299721559728525,-0.5089625499209427,2.2647323447311383,4.736628283612142
0.06,0.6333333333333333,2000.0,0.35292649113972346,-0.5108104068886471,2.2691409197847014,4.755177577746747
0.03333333333333333,0.3555555555555555,2000.0,0.34898421401396057,-0.5121301915045762,2.192160573436042,4.772317701031801
0.03777777777777777,0.4111111111111111,2000.0,0.34882549319243594,-0.5146918570552242,2.196756683087185,4.798093077359806
0.04222222222222222,0.4666666666666667,2000.0,0.3487010677015744,-0.5167139735447709,2.200385190706508,4.818438667746134
0.04666666666666666,0.5222222222222221,2000.0,0.3486009128712877,-0.5183507627725408,2.203322554017389,4.834906714854121
0.05111111111111111,0.5777777777777777,2000.0,0.3485185622194815,-0.5197027835461319,2.205749071535072,4.848509273241836
0.05555555555555555,0.6333333333333333,2000.0,0.34844965805662204,-0.5208384044714333,2.207787346249927,4.85993438665771
0.06,0.8,1500.0,0.34731681327032277,-0.5234761599697003,2.191507576863798,4.887444786426681
0.06,0.6888888888888889,2000.0,0.34703408303202377,-0.5218057301545626,2.182049262724585,4.871023218513602
0.05111111111111111,0.6888888888888889,1500.0,0.346441474524764,-0.5249829267381232,2.1801923653514095,4.903387792856468
0.05555555555555555,0.7444444444444445,1500.0,0.34633017376369873,-0.5241692858029983,2.1748377767327898,4.895362684266284
0.04222222222222222,0.5777777777777777,1500.0,0.3458670054594151,-0.5271239399170508,2.172308199785551,4.9253723937110925
0.04666666666666666,0.6333333333333333,1500.0,0.3457537825405221,-0.5259515067385742,2.1687873535987228,4.9137612848452195
0.02,0.3,1500.0,0.3453994119846203,-0.540797602581763,2.173432011949107,5.06257661383301
0.04222222222222222,0.6333333333333333,1500.0,0.34539941198461943,-0.540797602581763,2.1734320119490897,5.062576613833011
0.03333333333333333,0.4666666666666667,1500.0,0.34509669718453106,-0.5304064125764625,2.1625737048405704,4.9589674285800935
0.03777777777777777,0.5222222222222221,1500.0,0.3450383979546897,-0.5285721514243271,2.1591276543718307,4.940683116288581
0.028888888888888888,0.4111111111111111,1500.0,0.3448134993892119,-0.5328048255594843,2.159313595592272,4.983234756205631
0.04666666666666666,0.6888888888888889,1500.0,0.34478235579314864,-0.5383239655010933,2.1628888340477985,5.038457299217784
