timestamp,cash,btc_holdings,btc_value,portfolio_value,price,returns
2025-01-24 12:00:00,10000.0,0.0,0.0,10000.0,105862.2,
2025-01-24 16:00:00,10000.0,0.0,0.0,10000.0,105766.4,0.0
2025-01-24 20:00:00,10000.0,0.0,0.0,10000.0,104866.1,0.0
2025-01-25 00:00:00,10000.0,0.0,0.0,10000.0,105216.1,0.0
2025-01-25 04:00:00,10000.0,0.0,0.0,10000.0,104399.9,0.0
2025-01-25 08:00:00,10000.0,0.0,0.0,10000.0,104672.2,0.0
2025-01-25 12:00:00,10000.0,0.0,0.0,10000.0,104897.2,0.0
2025-01-25 16:00:00,10000.0,0.0,0.0,10000.0,105042.7,0.0
2025-01-25 20:00:00,10000.0,0.0,0.0,10000.0,104740.3,0.0
2025-01-26 00:00:00,10000.0,0.0,0.0,10000.0,105059.9,0.0
2025-01-26 04:00:00,10000.0,0.0,0.0,10000.0,104993.7,0.0
2025-01-26 08:00:00,10000.0,0.0,0.0,10000.0,104820.0,0.0
2025-01-26 12:00:00,10000.0,0.0,0.0,10000.0,104972.6,0.0
2025-01-26 16:00:00,10000.0,0.0,0.0,10000.0,105081.6,0.0
2025-01-26 20:00:00,10000.0,0.0,0.0,10000.0,102604.5,0.0
2025-01-27 00:00:00,10000.0,0.0,0.0,10000.0,101388.9,0.0
2025-01-27 04:00:00,10000.0,0.0,0.0,10000.0,99036.4,0.0
2025-01-27 08:00:00,10000.0,0.0,0.0,10000.0,98753.0,0.0
2025-01-27 12:00:00,10000.0,0.0,0.0,10000.0,101101.3,0.0
2025-01-27 16:00:00,10000.0,0.0,0.0,10000.0,99699.9,0.0
2025-01-27 20:00:00,10000.0,0.0,0.0,10000.0,102076.1,0.0
2025-01-28 00:00:00,10000.0,0.0,0.0,10000.0,102627.5,0.0
2025-01-28 04:00:00,10000.0,0.0,0.0,10000.0,102794.9,0.0
2025-01-28 08:00:00,10000.0,0.0,0.0,10000.0,102761.6,0.0
2025-01-28 12:00:00,10000.0,0.0,0.0,10000.0,102776.8,0.0
2025-01-28 16:00:00,10000.0,0.0,0.0,10000.0,102428.4,0.0
2025-01-28 20:00:00,10000.0,0.0,0.0,10000.0,101349.3,0.0
2025-01-29 00:00:00,10000.0,0.0,0.0,10000.0,102043.2,0.0
2025-01-29 04:00:00,10000.0,0.0,0.0,10000.0,102749.9,0.0
2025-01-29 08:00:00,10000.0,0.0,0.0,10000.0,102629.9,0.0
2025-01-29 12:00:00,10000.0,0.0,0.0,10000.0,101975.5,0.0
2025-01-29 16:00:00,10000.0,0.0,0.0,10000.0,103593.6,0.0
2025-01-29 20:00:00,10000.0,0.0,0.0,10000.0,103733.3,0.0
2025-01-30 00:00:00,10000.0,0.0,0.0,10000.0,105200.6,0.0
2025-01-30 04:00:00,10000.0,0.0,0.0,10000.0,105142.7,0.0
2025-01-30 08:00:00,10000.0,0.0,0.0,10000.0,105302.3,0.0
2025-01-30 12:00:00,10000.0,0.0,0.0,10000.0,105564.0,0.0
2025-01-30 16:00:00,10000.0,0.0,0.0,10000.0,105706.1,0.0
2025-01-30 20:00:00,10000.0,0.0,0.0,10000.0,104727.2,0.0
2025-01-31 00:00:00,10000.0,0.0,0.0,10000.0,104322.1,0.0
2025-01-31 04:00:00,10000.0,0.0,0.0,10000.0,104194.6,0.0
2025-01-31 08:00:00,10000.0,0.0,0.0,10000.0,104729.2,0.0
2025-01-31 12:00:00,10000.0,0.0,0.0,10000.0,105438.0,0.0
2025-01-31 16:00:00,10000.0,0.0,0.0,10000.0,102294.3,0.0
2025-01-31 20:00:00,10000.0,0.0,0.0,10000.0,102439.9,0.0
2025-02-01 00:00:00,10000.0,0.0,0.0,10000.0,102240.9,0.0
2025-02-01 04:00:00,10000.0,0.0,0.0,10000.0,102172.4,0.0
2025-02-01 08:00:00,10000.0,0.0,0.0,10000.0,102030.0,0.0
2025-02-01 12:00:00,10000.0,0.0,0.0,10000.0,102074.3,0.0
2025-02-01 16:00:00,10000.0,0.0,0.0,10000.0,101673.6,0.0
2025-02-01 20:00:00,10000.0,0.0,0.0,10000.0,100633.2,0.0
2025-02-02 00:00:00,10000.0,0.0,0.0,10000.0,99197.3,0.0
2025-02-02 04:00:00,10000.0,0.0,0.0,10000.0,99640.0,0.0
2025-02-02 08:00:00,10000.0,0.0,0.0,10000.0,98873.5,0.0
2025-02-02 12:00:00,10000.0,0.0,0.0,10000.0,99348.2,0.0
2025-02-02 16:00:00,10000.0,0.0,0.0,10000.0,98258.1,0.0
2025-02-02 20:00:00,10000.0,0.0,0.0,10000.0,97698.9,0.0
2025-02-03 00:00:00,10000.0,0.0,0.0,10000.0,94045.1,0.0
2025-02-03 04:00:00,10000.0,0.0,0.0,10000.0,95314.0,0.0
2025-02-03 08:00:00,10000.0,0.0,0.0,10000.0,95113.0,0.0
2025-02-03 12:00:00,10000.0,0.0,0.0,10000.0,98831.9,0.0
2025-02-03 16:00:00,10000.0,0.0,0.0,10000.0,101887.9,0.0
2025-02-03 20:00:00,10000.0,0.0,0.0,10000.0,101337.5,0.0
2025-02-04 00:00:00,10000.0,0.0,0.0,10000.0,100629.3,0.0
2025-02-04 04:00:00,10000.0,0.0,0.0,10000.0,98450.0,0.0
2025-02-04 08:00:00,10000.0,0.0,0.0,10000.0,98974.5,0.0
2025-02-04 12:00:00,10000.0,0.0,0.0,10000.0,99355.3,0.0
2025-02-04 16:00:00,10000.0,0.0,0.0,10000.0,98864.0,0.0
2025-02-04 20:00:00,10000.0,0.0,0.0,10000.0,97767.9,0.0
2025-02-05 00:00:00,10000.0,0.0,0.0,10000.0,98052.1,0.0
2025-02-05 04:00:00,10000.0,0.0,0.0,10000.0,97875.9,0.0
2025-02-05 08:00:00,10000.0,0.0,0.0,10000.0,98208.8,0.0
2025-02-05 12:00:00,10000.0,0.0,0.0,10000.0,98114.6,0.0
2025-02-05 16:00:00,10000.0,0.0,0.0,10000.0,97377.2,0.0
2025-02-05 20:00:00,10000.0,0.0,0.0,10000.0,96616.1,0.0
2025-02-06 00:00:00,10000.0,0.0,0.0,10000.0,97348.0,0.0
2025-02-06 04:00:00,10000.0,0.0,0.0,10000.0,98205.0,0.0
2025-02-06 08:00:00,10000.0,0.0,0.0,10000.0,98873.9,0.0
2025-02-06 12:00:00,10000.0,0.0,0.0,10000.0,97338.6,0.0
2025-02-06 16:00:00,10000.0,0.0,0.0,10000.0,95984.7,0.0
2025-02-06 20:00:00,10000.0,0.0,0.0,10000.0,96554.7,0.0
2025-02-07 00:00:00,10000.0,0.0,0.0,10000.0,97465.7,0.0
2025-02-07 04:00:00,10000.0,0.0,0.0,10000.0,96754.5,0.0
2025-02-07 08:00:00,10000.0,0.0,0.0,10000.0,97749.0,0.0
2025-02-07 12:00:00,10000.0,0.0,0.0,10000.0,98302.1,0.0
2025-02-07 16:00:00,10000.0,0.0,0.0,10000.0,96900.4,0.0
2025-02-07 20:00:00,10000.0,0.0,0.0,10000.0,96504.1,0.0
2025-02-08 00:00:00,10000.0,0.0,0.0,10000.0,96698.1,0.0
2025-02-08 04:00:00,10000.0,0.0,0.0,10000.0,96207.1,0.0
2025-02-08 08:00:00,10000.0,0.0,0.0,10000.0,96127.3,0.0
2025-02-08 12:00:00,10000.0,0.0,0.0,10000.0,95855.6,0.0
2025-02-08 16:00:00,10000.0,0.0,0.0,10000.0,96585.5,0.0
2025-02-08 20:00:00,10000.0,0.0,0.0,10000.0,96458.1,0.0
2025-02-09 00:00:00,10000.0,0.0,0.0,10000.0,97318.6,0.0
2025-02-09 04:00:00,10000.0,0.0,0.0,10000.0,97065.8,0.0
2025-02-09 08:00:00,10000.0,0.0,0.0,10000.0,96558.0,0.0
2025-02-09 12:00:00,10000.0,0.0,0.0,10000.0,96488.7,0.0
2025-02-09 16:00:00,10000.0,0.0,0.0,10000.0,96071.6,0.0
2025-02-09 20:00:00,10000.0,0.0,0.0,10000.0,96475.9,0.0
2025-02-10 00:00:00,10000.0,0.0,0.0,10000.0,96805.8,0.0
2025-02-10 04:00:00,10000.0,0.0,0.0,10000.0,97436.5,0.0
2025-02-10 08:00:00,10000.0,0.0,0.0,10000.0,97659.9,0.0
2025-02-10 12:00:00,10000.0,0.0,0.0,10000.0,97224.0,0.0
2025-02-10 16:00:00,10000.0,0.0,0.0,10000.0,97386.1,0.0
2025-02-10 20:00:00,10000.0,0.0,0.0,10000.0,97431.7,0.0
2025-02-11 00:00:00,10000.0,0.0,0.0,10000.0,97621.6,0.0
2025-02-11 04:00:00,10000.0,0.0,0.0,10000.0,98274.0,0.0
2025-02-11 08:00:00,10000.0,0.0,0.0,10000.0,98145.9,0.0
2025-02-11 12:00:00,10000.0,0.0,0.0,10000.0,97020.2,0.0
2025-02-11 16:00:00,10000.0,0.0,0.0,10000.0,95034.7,0.0
2025-02-11 20:00:00,10000.0,0.0,0.0,10000.0,95779.9,0.0
2025-02-12 00:00:00,10000.0,0.0,0.0,10000.0,95308.0,0.0
2025-02-12 04:00:00,10000.0,0.0,0.0,10000.0,96069.1,0.0
2025-02-12 08:00:00,10000.0,0.0,0.0,10000.0,96099.8,0.0
2025-02-12 12:00:00,10000.0,0.0,0.0,10000.0,95805.1,0.0
2025-02-12 16:00:00,10000.0,0.0,0.0,10000.0,97200.3,0.0
2025-02-12 20:00:00,10000.0,0.0,0.0,10000.0,97870.1,0.0
2025-02-13 00:00:00,10000.0,0.0,0.0,10000.0,97503.9,0.0
2025-02-13 04:00:00,10000.0,0.0,0.0,10000.0,96075.0,0.0
2025-02-13 08:00:00,10000.0,0.0,0.0,10000.0,95930.0,0.0
2025-02-13 12:00:00,10000.0,0.0,0.0,10000.0,95999.9,0.0
2025-02-13 16:00:00,10000.0,0.0,0.0,10000.0,95628.6,0.0
2025-02-13 20:00:00,10000.0,0.0,0.0,10000.0,96617.0,0.0
2025-02-14 00:00:00,10000.0,0.0,0.0,10000.0,97147.3,0.0
2025-02-14 04:00:00,10000.0,0.0,0.0,10000.0,96940.9,0.0
2025-02-14 08:00:00,10000.0,0.0,0.0,10000.0,96888.2,0.0
2025-02-14 12:00:00,10000.0,0.0,0.0,10000.0,96936.1,0.0
2025-02-14 16:00:00,10000.0,0.0,0.0,10000.0,97946.0,0.0
2025-02-14 20:00:00,10000.0,0.0,0.0,10000.0,97504.0,0.0
2025-02-15 00:00:00,10000.0,0.0,0.0,10000.0,97664.3,0.0
2025-02-15 04:00:00,10000.0,0.0,0.0,10000.0,97350.0,0.0
2025-02-15 08:00:00,10000.0,0.0,0.0,10000.0,97622.0,0.0
2025-02-15 12:00:00,10000.0,0.0,0.0,10000.0,97639.0,0.0
2025-02-15 16:00:00,10000.0,0.0,0.0,10000.0,97536.1,0.0
2025-02-15 20:00:00,10000.0,0.0,0.0,10000.0,97587.3,0.0
2025-02-16 00:00:00,10000.0,0.0,0.0,10000.0,97554.0,0.0
2025-02-16 04:00:00,10000.0,0.0,0.0,10000.0,97258.2,0.0
2025-02-16 08:00:00,10000.0,0.0,0.0,10000.0,97350.2,0.0
2025-02-16 12:00:00,10000.0,0.0,0.0,10000.0,96913.6,0.0
2025-02-16 16:00:00,10000.0,0.0,0.0,10000.0,97064.8,0.0
2025-02-16 20:00:00,10000.0,0.0,0.0,10000.0,96105.6,0.0
2025-02-17 00:00:00,10000.0,0.0,0.0,10000.0,96211.7,0.0
2025-02-17 04:00:00,10000.0,0.0,0.0,10000.0,96056.3,0.0
2025-02-17 08:00:00,10000.0,0.0,0.0,10000.0,96073.4,0.0
2025-02-17 12:00:00,10000.0,0.0,0.0,10000.0,95656.1,0.0
2025-02-17 16:00:00,10000.0,0.0,0.0,10000.0,95541.2,0.0
2025-02-17 20:00:00,10000.0,0.0,0.0,10000.0,95778.3,0.0
2025-02-18 00:00:00,10000.0,0.0,0.0,10000.0,96198.0,0.0
2025-02-18 04:00:00,10000.0,0.0,0.0,10000.0,95459.8,0.0
2025-02-18 08:00:00,10000.0,0.0,0.0,10000.0,95627.5,0.0
