ts,open,high,low,close,volume
2025-04-02 04:00:00,84550.0,84735.1,83900.0,84420.6,858.62124163
2025-04-02 08:00:00,84420.7,85450.0,84260.0,84569.8,793.21630473
2025-04-02 12:00:00,84569.9,87344.0,84466.6,86752.4,3747.08037316
2025-04-02 16:00:00,86755.0,87328.5,86174.0,86896.0,1338.77938917
2025-04-02 20:00:00,86896.1,88500.0,82320.1,82513.2,6457.99497426
2025-04-03 00:00:00,82514.1,83937.3,82169.7,83483.7,2011.09728015
2025-04-03 04:00:00,83484.0,83742.0,83001.4,83456.1,1065.08244649
2025-04-03 08:00:00,83457.9,83791.1,83041.5,83093.1,929.09330921
2025-04-03 12:00:00,83093.0,83142.0,81203.0,82046.1,3487.96285952
2025-04-03 16:00:00,82046.1,82469.6,81543.7,82016.1,2213.87361075
2025-04-03 20:00:00,82016.0,83331.4,81798.8,83216.3,1015.3156039
2025-04-04 00:00:00,83216.4,83416.9,82590.1,82816.6,881.83796167
2025-04-04 04:00:00,82816.6,84026.4,82618.1,83999.7,1354.15202189
2025-04-04 08:00:00,83999.8,84725.0,81667.0,82682.0,3543.698463
2025-04-04 12:00:00,82682.0,83700.0,81840.6,82860.1,4559.28202783
2025-04-04 16:00:00,82862.0,84613.2,82736.8,84000.2,2404.9103312
2025-04-04 20:00:00,84000.1,84460.0,83479.7,83889.0,864.7377322
2025-04-05 00:00:00,83889.1,84268.7,83421.0,83630.8,579.8287146
2025-04-05 04:00:00,83630.0,83866.6,83331.9,83527.7,418.48243463
2025-04-05 08:00:00,83527.7,83915.4,83353.5,83469.0,1157.56796312
2025-04-05 12:00:00,83468.9,83566.9,82383.0,82620.5,1248.77630413
2025-04-05 16:00:00,82620.1,83149.5,82609.4,82862.4,273.7432729
2025-04-05 20:00:00,82862.4,83684.1,82820.1,83534.2,284.06045551
2025-04-06 00:00:00,83539.6,83793.7,83160.8,83346.0,467.08510217
2025-04-06 04:00:00,83345.9,83530.0,83025.1,83028.1,365.12381817
2025-04-06 08:00:00,83028.0,83168.0,82652.0,82843.6,651.92684848
2025-04-06 12:00:00,82842.5,83000.0,82216.0,82547.6,2094.19142547
2025-04-06 16:00:00,82547.6,82565.8,78688.7,79614.4,4010.95328975
2025-04-06 20:00:00,79614.5,79891.3,77142.8,78426.0,4444.30880424
2025-04-07 00:00:00,78427.1,79340.0,77350.0,77689.0,2171.54186744
2025-04-07 04:00:00,77688.9,77981.0,74501.6,75124.0,5976.34633249
2025-04-07 08:00:00,75124.0,77565.5,75088.9,76690.0,3011.96985399
2025-04-07 12:00:00,76691.5,81213.5,75775.5,78480.1,10081.43750153
2025-04-07 16:00:00,78480.0,79371.2,77293.5,78120.0,2902.63685455
2025-04-07 20:00:00,78127.8,80210.0,78100.1,79174.4,1077.74514968
2025-04-08 00:00:00,79174.4,80860.0,78776.7,79904.8,1553.0450371
2025-04-08 04:00:00,79904.8,80413.4,79216.0,79487.0,1071.42419842
2025-04-08 08:00:00,79486.0,80070.0,78818.4,79985.6,1222.51717747
2025-04-08 12:00:00,79985.6,80395.0,78176.6,78497.0,2704.77224407
2025-04-08 16:00:00,78496.9,78524.9,76353.0,76867.4,3186.8075346
2025-04-08 20:00:00,76867.5,77287.0,76243.3,76329.9,1347.25887944
2025-04-09 00:00:00,76329.9,76875.7,74627.5,75078.8,3161.5960799
2025-04-09 04:00:00,75073.5,77949.0,75000.0,77688.1,2664.29989705
2025-04-09 08:00:00,77688.0,77870.0,75774.2,76238.3,2911.30854394
2025-04-09 12:00:00,76238.4,78318.9,76030.3,77261.4,3675.74642721
2025-04-09 16:00:00,77269.2,82986.2,77134.6,82335.3,9040.42018678
2025-04-09 20:00:00,82335.3,83583.1,82000.1,82618.4,2161.41597801
2025-04-10 00:00:00,82618.3,82749.0,81466.7,81774.0,2239.97583361
2025-04-10 04:00:00,81774.0,82341.7,81300.0,81593.9,1358.70804413
2025-04-10 08:00:00,81594.0,82115.6,81331.7,81874.0,986.20410598
2025-04-10 12:00:00,81873.9,82521.8,78606.1,78750.7,5127.0832081
2025-04-10 16:00:00,78750.6,80041.4,78462.0,79641.8,3322.84837252
2025-04-10 20:00:00,79640.0,80033.2,79378.7,79599.5,722.18361543
2025-04-11 00:00:00,79592.0,80909.0,78970.9,80845.8,1957.87133521
2025-04-11 04:00:00,80844.9,81442.0,80512.1,81255.6,1447.45358339
2025-04-11 08:00:00,81255.6,82976.0,80780.1,82135.6,2652.57896266
2025-04-11 12:00:00,82139.1,83333.0,81342.8,82527.9,3289.34657852
2025-04-11 16:00:00,82528.0,84219.2,82012.6,83849.5,2349.70462199
2025-04-11 20:00:00,83849.5,84300.0,83143.8,83416.0,751.89231964
2025-04-12 00:00:00,83414.1,83566.5,82764.9,82968.1,1077.97212804
2025-04-12 04:00:00,82968.1,83800.0,82850.0,83715.9,1805.58175197
2025-04-12 08:00:00,83715.9,84023.2,83290.8,83520.4,652.97996152
2025-04-12 12:00:00,83520.4,85400.0,83468.5,84996.2,2356.56180379
2025-04-12 16:00:00,84996.2,85253.8,84422.0,84932.9,695.5282924
2025-04-12 20:00:00,84932.9,85888.0,84870.0,85268.0,882.05910739
2025-04-13 00:00:00,85268.1,86100.0,84716.0,85416.7,1433.64561729
2025-04-13 04:00:00,85416.7,85427.6,84376.4,84418.0,2110.69833754
2025-04-13 08:00:00,84417.9,84955.9,84204.0,84520.6,641.98551788
2025-04-13 12:00:00,84520.6,84696.1,83458.0,83850.8,2460.51022022
2025-04-13 16:00:00,83850.8,85024.0,83020.2,83983.3,1511.39856048
2025-04-13 20:00:00,83983.9,84436.7,83040.0,83760.0,1037.25076654
2025-04-14 00:00:00,83758.1,85534.4,83688.2,84569.3,1634.15789032
2025-04-14 04:00:00,84568.9,85106.8,84226.9,84586.0,826.68999027
2025-04-14 08:00:00,84586.1,84968.0,84254.0,84929.8,1229.04047022
2025-04-14 12:00:00,84929.8,85808.1,83711.0,84102.0,3260.66446679
2025-04-14 16:00:00,84106.7,85206.0,83859.3,84900.2,1469.82039245
2025-04-14 20:00:00,84900.2,84963.9,84413.2,84586.6,599.69093119
2025-04-15 00:00:00,84586.7,85416.6,84335.1,85380.6,789.25491745
2025-04-15 04:00:00,85380.7,85879.9,85157.1,85732.9,1077.90789546
2025-04-15 08:00:00,85732.9,86000.0,85334.5,85582.2,1345.57179735
2025-04-15 12:00:00,85584.0,86460.0,84625.1,84915.7,2437.30941773
2025-04-15 16:00:00,84917.7,85142.8,83900.0,83970.5,1348.988922
2025-04-15 20:00:00,83970.6,84228.4,83603.2,83650.7,1070.26138915
2025-04-16 00:00:00,83650.6,83948.2,83107.6,83679.9,998.44414724
2025-04-16 04:00:00,83679.9,83814.9,83216.7,83364.1,895.03254937
2025-04-16 08:00:00,83364.1,84118.5,83131.0,84044.8,823.08308658
2025-04-16 12:00:00,84045.4,85280.5,83500.3,84849.5,1639.20898662
2025-04-16 16:00:00,84849.9,85550.0,83276.6,84338.2,1803.95492267
2025-04-16 20:00:00,84336.4,84683.0,84024.1,84029.7,421.50335358
2025-04-17 00:00:00,84029.8,84496.3,83800.0,83998.0,519.60942502
2025-04-17 04:00:00,83998.0,85050.0,83895.7,84667.2,1050.88391231
2025-04-17 08:00:00,84667.1,84764.3,84177.7,84572.0,541.10424115
2025-04-17 12:00:00,84572.1,84869.0,83722.0,84544.6,1311.34542304
2025-04-17 16:00:00,84544.7,85489.0,84409.0,84849.9,2562.35305927
2025-04-17 20:00:00,84849.3,85148.4,84726.0,84955.0,504.19830092
2025-04-18 00:00:00,84955.1,85138.0,84724.9,84838.0,365.5921098
2025-04-18 04:00:00,84838.0,84852.3,84409.0,84666.1,598.71631714
2025-04-18 08:00:00,84666.1,84774.5,84476.1,84670.1,268.61127422
2025-04-18 12:00:00,84670.1,84771.9,84335.0,84375.2,528.57210972
2025-04-18 16:00:00,84375.2,84662.3,84300.0,84570.9,215.08736681
2025-04-18 20:00:00,84571.0,84690.3,84348.0,84468.6,355.92649909
2025-04-19 00:00:00,84468.6,85000.0,84370.0,84881.1,1043.31531571
2025-04-19 04:00:00,84881.2,85268.5,84881.2,85217.8,635.55906828
2025-04-19 08:00:00,85217.9,85465.0,85109.8,85225.9,906.84952818
2025-04-19 12:00:00,85226.0,85661.0,85076.0,85190.0,799.46004649
2025-04-19 16:00:00,85190.0,85329.9,84713.2,85096.1,435.39669485
2025-04-19 20:00:00,85096.2,85380.0,85018.5,85087.8,148.40476068
2025-04-20 00:00:00,85087.9,85350.1,85039.9,85172.0,383.84172998
2025-04-20 04:00:00,85172.0,85251.2,84645.9,84790.2,2364.52354495
2025-04-20 08:00:00,84790.2,84796.3,83941.7,84128.4,1420.48810981
2025-04-20 12:00:00,84128.4,84689.0,84100.1,84345.4,1450.91755677
2025-04-20 16:00:00,84345.4,84665.0,84259.4,84648.5,244.68811209
2025-04-20 20:00:00,84648.6,85300.0,84620.0,85183.7,845.15474388
2025-04-21 00:00:00,85183.8,87654.3,85143.4,87202.0,3791.08374622
2025-04-21 04:00:00,87202.1,87738.0,87050.0,87436.1,1076.37139793
2025-04-21 08:00:00,87436.1,87789.2,86637.6,86972.9,919.27823455
2025-04-21 12:00:00,86972.8,88466.0,86779.7,88042.5,3239.15179122
2025-04-21 16:00:00,88042.6,88260.0,86400.0,87410.2,2618.13496465
2025-04-21 20:00:00,87410.3,87624.9,86875.9,87516.1,545.95915124
2025-04-22 00:00:00,87512.1,88878.0,87062.8,88159.1,1980.33890031
2025-04-22 04:00:00,88156.8,88490.0,87965.5,88481.2,748.21184294
2025-04-22 08:00:00,88481.2,88698.0,88245.0,88615.9,833.73144162
2025-04-22 12:00:00,88615.5,91427.2,88480.0,90925.9,5258.25485782
2025-04-22 16:00:00,90926.0,91698.6,90612.0,91420.0,2036.97499919
2025-04-22 20:00:00,91419.2,94086.3,91049.5,93447.9,3162.25201281
2025-04-23 00:00:00,93448.0,93899.0,92602.0,93176.1,1624.25370747
2025-04-23 04:00:00,93176.2,94299.9,93022.0,94144.0,1767.95265854
2025-04-23 08:00:00,94144.0,94500.0,93330.6,93473.9,1635.11971616
2025-04-23 12:00:00,93473.8,94779.6,91935.8,93188.5,3320.38387959
2025-04-23 16:00:00,93188.5,94212.1,92903.2,93490.1,1220.81141439
2025-04-23 20:00:00,93490.0,93910.8,93223.2,93676.1,583.50773564
2025-04-24 00:00:00,93676.0,93773.1,92627.3,92659.2,875.59142827
2025-04-24 04:00:00,92659.3,92897.0,92089.8,92198.9,1151.29200135
2025-04-24 08:00:00,92198.8,92665.5,91662.9,92623.2,2164.89220671
2025-04-24 12:00:00,92623.3,93471.5,92434.5,93205.8,1403.22275285
2025-04-24 16:00:00,93205.8,93670.2,92670.1,93563.0,1107.50500895
2025-04-24 20:00:00,93560.1,93998.0,93026.0,93973.9,880.80769254
2025-04-25 00:00:00,93974.0,94433.3,92842.0,93316.0,1537.22288811
2025-04-25 04:00:00,93316.1,93874.7,93010.1,93773.5,1700.61126021
2025-04-25 08:00:00,93773.5,94640.8,93536.9,94625.0,1206.17461357
2025-04-25 12:00:00,94627.8,95768.4,93937.7,95067.6,3176.63174492
2025-04-25 16:00:00,95067.6,95550.0,94378.2,95283.8,1225.08359789
2025-04-25 20:00:00,95286.0,95342.0,94450.1,94640.0,473.50044645
2025-04-26 00:00:00,94645.1,95208.8,94555.1,94737.5,574.62259601
2025-04-26 04:00:00,94737.4,94840.0,94380.0,94562.1,708.89524066
2025-04-26 08:00:00,94562.1,94731.5,94000.0,94144.5,875.0191367
2025-04-26 12:00:00,94144.5,94399.9,93870.1,94366.0,907.52669021
2025-04-26 16:00:00,94366.0,94384.0,94023.9,94307.3,626.9041008
2025-04-26 20:00:00,94307.3,94900.0,94086.7,94631.8,620.38267302
2025-04-27 00:00:00,94631.8,95310.0,94050.0,94166.0,934.13654555
2025-04-27 04:00:00,94166.0,94299.0,93657.9,94080.7,734.24545826
2025-04-27 08:00:00,94081.9,94333.2,93885.6,93918.3,441.15674927
2025-04-27 12:00:00,93916.6,94186.0,93610.3,93902.1,511.06116447
2025-04-27 16:00:00,93902.1,94449.9,93718.3,94435.9,601.61904735
2025-04-27 20:00:00,94436.0,94544.0,93650.0,93744.0,475.04390804
2025-04-28 00:00:00,93744.0,93979.3,92774.1,93849.9,1659.66089364
2025-04-28 04:00:00,93849.9,94797.4,93849.9,94688.1,999.65867634
2025-04-28 08:00:00,94688.1,95550.1,94334.1,95313.8,2363.52348609
2025-04-28 12:00:00,95313.9,95600.0,93588.0,93840.0,2284.95738996
2025-04-28 16:00:00,93838.5,94933.3,93450.0,94799.9,1297.02016135
2025-04-28 20:00:00,94795.2,95178.0,94292.1,95014.6,748.89203781
2025-04-29 00:00:00,95014.6,95465.2,94440.0,94655.8,1142.67064736
2025-04-29 04:00:00,94655.9,94973.0,94200.0,94930.0,739.83610533
2025-04-29 08:00:00,94930.0,95294.0,94746.0,95126.3,804.781173
2025-04-29 12:00:00,95126.3,95300.0,94527.1,94840.4,998.31147332
2025-04-29 16:00:00,94840.5,95464.9,94655.6,95306.7,908.22979197
2025-04-29 20:00:00,95306.7,95410.1,93729.9,94242.0,1811.81489508
2025-04-30 00:00:00,94242.0,95111.0,94128.1,95036.0,763.58704422
2025-04-30 04:00:00,95036.0,95186.0,94500.0,94626.0,704.82039122
2025-04-30 08:00:00,94626.0,95236.0,94526.0,95181.5,534.25329228
2025-04-30 12:00:00,95181.6,95220.0,92914.1,94009.3,3013.12462899
2025-04-30 16:00:00,94007.3,94537.0,93528.1,94160.0,690.09743533
2025-04-30 20:00:00,94169.8,94786.3,93981.8,94163.1,631.62705677
2025-05-01 00:00:00,94163.1,95000.0,94125.5,94779.9,1023.84587607
2025-05-01 04:00:00,94780.0,95180.0,94702.8,95007.5,754.76959795
2025-05-01 08:00:00,95007.6,96394.0,94900.0,96183.5,1730.78030397
2025-05-01 12:00:00,96183.5,97426.0,95800.0,96849.8,3054.58352408
2025-05-01 16:00:00,96849.9,97365.2,96402.6,96555.4,2743.85410067
2025-05-01 20:00:00,96550.0,96894.7,96188.0,96488.2,652.53416838
2025-05-02 00:00:00,96488.0,97240.0,96468.0,97109.9,743.77085164
2025-05-02 04:00:00,97110.0,97300.0,96315.8,96362.4,1735.06092156
2025-05-02 08:00:00,96362.3,97100.0,96353.9,96933.3,1622.30202392
2025-05-02 12:00:00,96933.3,97896.0,96650.0,97331.1,1870.287618
2025-05-02 16:00:00,97331.1,97799.9,96756.0,96919.8,1093.65058252
2025-05-02 20:00:00,96920.0,97140.0,96555.2,96891.6,403.08276657
2025-05-03 00:00:00,96891.7,96929.3,96303.7,96336.0,917.10243674
2025-05-03 04:00:00,96336.0,96600.0,96123.0,96328.0,497.05478333
2025-05-03 08:00:00,96328.0,96444.3,95850.0,95944.0,1268.92642855
2025-05-03 12:00:00,95944.1,96514.0,95892.0,96428.0,591.09472319
2025-05-03 16:00:00,96428.0,96434.2,95875.7,96359.9,338.57633958
2025-05-03 20:00:00,96360.0,96448.0,95751.6,95861.6,435.6108887
2025-05-04 00:00:00,95860.1,96299.9,95600.0,95736.0,877.19222883
2025-05-04 04:00:00,95736.0,96148.0,95700.0,95895.3,384.14432534
2025-05-04 08:00:00,95895.3,95939.3,95294.2,95430.0,648.3759601
2025-05-04 12:00:00,95430.0,95696.9,95234.0,95467.6,412.48098233
2025-05-04 16:00:00,95467.6,95640.4,95242.5,95583.3,272.12481724
2025-05-04 20:00:00,95584.0,95760.4,94123.2,94273.7,1655.06616377
2025-05-05 00:00:00,94273.8,94800.0,93489.1,94044.0,1692.39888285
2025-05-05 04:00:00,94044.1,94825.6,94017.6,94759.9,747.10403104
2025-05-05 08:00:00,94760.0,94796.0,93900.1,94046.0,737.46313719
2025-05-05 12:00:00,94046.1,94550.0,93614.1,93782.8,1065.48969523
2025-05-05 16:00:00,93782.9,94916.8,93766.0,94351.0,561.63265655
2025-05-05 20:00:00,94350.0,95217.5,93873.5,94737.3,985.83806166
2025-05-06 00:00:00,94737.3,94935.0,94018.0,94466.4,580.83574119
2025-05-06 04:00:00,94466.5,94636.0,94305.9,94390.0,433.60250798
2025-05-06 08:00:00,94392.0,94400.0,93720.1,93814.0,839.12618497
2025-05-06 12:00:00,93814.1,94737.9,93390.1,94567.9,1822.6084109
2025-05-06 16:00:00,94568.0,95170.0,94214.5,94972.1,1173.28630939
2025-05-06 20:00:00,94972.0,96900.0,94454.1,96833.9,2207.00209086
2025-05-07 00:00:00,96834.0,97731.8,96213.3,96517.4,2138.20909683
2025-05-07 04:00:00,96517.5,97009.6,96324.0,96988.0,591.1451206
2025-05-07 08:00:00,96988.0,97118.0,96830.0,97053.0,590.58766703
2025-05-07 12:00:00,97053.0,97497.8,96715.2,96937.0,1056.02032213
2025-05-07 16:00:00,96937.0,96959.3,95788.9,96186.1,1326.38188778
2025-05-07 20:00:00,96187.9,97396.9,96072.2,97026.0,759.38458839
2025-05-08 00:00:00,97026.0,99233.9,96872.0,99148.6,2940.50584736
2025-05-08 04:00:00,99148.7,99421.9,98728.0,99263.7,1424.4807889
2025-05-08 08:00:00,99263.7,99900.0,99215.0,99419.3,1711.50828531
2025-05-08 12:00:00,99419.3,101546.6,99090.4,100763.4,3140.48648786
2025-05-08 16:00:00,100763.3,101714.2,100594.9,101317.0,1614.29893605
2025-05-08 20:00:00,101318.0,104295.8,101290.0,103270.0,2585.86695757
2025-05-09 00:00:00,103269.9,103274.0,102349.7,102451.1,1182.97370068
2025-05-09 04:00:00,102451.0,104366.0,102376.2,103630.0,2469.27177662
2025-05-09 08:00:00,103629.9,103942.0,102415.9,102962.6,1730.08752786
2025-05-09 12:00:00,102962.7,103791.1,102400.1,102904.0,1560.27024823
2025-05-09 16:00:00,102904.7,103373.0,102300.0,103199.9,966.06139091
2025-05-09 20:00:00,103195.9,103418.0,102738.7,102986.0,371.85979956
2025-05-10 00:00:00,102986.1,103272.9,102824.2,103222.0,400.01950028
2025-05-10 04:00:00,103222.1,104122.0,103035.2,103777.9,987.97912882
2025-05-10 08:00:00,103778.0,104091.1,103368.0,103432.2,779.88653174
2025-05-10 12:00:00,103432.3,103830.0,103100.6,103143.3,561.00467928
2025-05-10 16:00:00,103143.3,103631.1,103010.0,103195.5,971.33363863
2025-05-10 20:00:00,103195.5,104999.0,103064.9,104820.0,996.07452629
2025-05-11 00:00:00,104819.9,104968.1,103422.3,104000.0,1100.19260002
2025-05-11 04:00:00,104000.1,104400.0,103333.3,103380.7,690.06574222
2025-05-11 08:00:00,103380.0,104785.7,103370.1,104656.0,779.48715679
2025-05-11 12:00:00,104656.1,104900.0,103783.1,104134.6,1839.35406443
2025-05-11 16:00:00,104134.7,104833.2,103750.1,104416.0,530.28124164
2025-05-11 20:00:00,104416.1,104590.0,103571.4,104126.0,737.22705005
2025-05-12 00:00:00,104126.9,105150.0,103714.0,104099.9,1088.51883334
2025-05-12 04:00:00,104100.0,105850.0,103750.0,104481.1,2361.13746924
2025-05-12 08:00:00,104481.1,104736.5,103626.2,103767.8,1118.66923661
2025-05-12 12:00:00,103767.8,104651.8,102391.0,102520.1,2794.42640619
2025-05-12 16:00:00,102520.1,103082.1,100733.0,101859.5,1720.97855477
2025-05-12 20:00:00,101858.0,103136.9,101775.7,102790.0,478.97538391
2025-05-13 00:00:00,102790.1,102790.1,101418.1,101713.5,1171.68153752
2025-05-13 04:00:00,101713.4,102950.0,101613.4,102670.0,1093.12295818
2025-05-13 08:00:00,102669.9,103834.1,102540.1,103724.9,1046.79605774
2025-05-13 12:00:00,103729.8,103987.9,102804.1,103685.6,2029.33153151
2025-05-13 16:00:00,103685.5,104986.0,103534.9,104788.7,1578.38934427
2025-05-13 20:00:00,104788.7,104934.1,103875.6,104127.7,561.8489155
2025-05-14 00:00:00,104122.3,104129.4,103454.0,103593.2,701.1795002
2025-05-14 04:00:00,103593.2,103995.9,103388.0,103713.9,1012.39653185
2025-05-14 08:00:00,103711.9,104155.9,102856.9,103956.0,1343.11587291
2025-05-14 12:00:00,103955.9,104357.6,102851.0,103518.0,1277.11611822
2025-05-14 16:00:00,103518.1,103724.1,102608.3,103329.6,716.60055155
2025-05-14 20:00:00,103330.0,103671.6,103296.8,103500.0,303.28612738
2025-05-15 00:00:00,103500.1,103867.9,102710.0,102742.0,710.59822522
2025-05-15 04:00:00,102742.1,102970.0,101721.4,101788.0,1333.53329865
2025-05-15 08:00:00,101788.0,102443.9,101505.2,102375.9,984.38388743
2025-05-15 12:00:00,102375.9,103288.0,101355.2,103254.9,2034.86531181
2025-05-15 16:00:00,103254.1,104195.7,102555.1,103161.5,1437.83413167
2025-05-15 20:00:00,103160.0,103985.0,102710.6,103766.7,815.30601439
2025-05-16 00:00:00,103766.5,104464.0,103467.1,104023.3,903.08130973
2025-05-16 04:00:00,104025.4,104200.0,103694.0,103705.0,835.78493751
2025-05-16 08:00:00,103705.1,103914.0,103100.0,103672.0,656.12425375
2025-05-16 12:00:00,103672.0,104285.7,103339.3,104187.9,1079.13258242
2025-05-16 16:00:00,104188.0,104555.0,103585.6,104023.3,910.33282732
2025-05-16 20:00:00,104025.5,104036.0,103391.6,103461.2,560.42710226
2025-05-17 00:00:00,103461.2,103579.8,102600.0,103505.5,862.13920481
2025-05-17 04:00:00,103506.5,103729.1,103286.0,103450.0,697.27505937
2025-05-17 08:00:00,103449.9,103571.3,102750.1,102998.0,837.48484665
2025-05-17 12:00:00,102998.0,103187.9,102613.9,102950.0,817.09549718
2025-05-17 16:00:00,102950.1,103372.5,102763.0,103153.0,454.84163019
2025-05-17 20:00:00,103153.0,103480.0,102901.0,103133.6,250.72002901
2025-05-18 00:00:00,103133.7,103419.4,103100.1,103282.6,192.8893205
2025-05-18 04:00:00,103282.6,103976.3,103279.6,103927.9,864.716899
2025-05-18 08:00:00,103928.0,104087.9,103785.2,103802.2,537.6164333
2025-05-18 12:00:00,103803.9,105666.6,103698.6,105515.9,1676.8069228
2025-05-18 16:00:00,105515.9,106000.0,103858.6,103882.9,1708.11770204
2025-05-18 20:00:00,103882.4,106669.0,103270.7,106468.7,1902.84549303
2025-05-19 00:00:00,106468.9,107140.1,103546.2,103609.4,2058.11431756
2025-05-19 04:00:00,103610.0,103772.0,102080.4,103222.1,2992.366943
2025-05-19 08:00:00,103222.0,103445.1,102780.0,102960.5,780.12928434
2025-05-19 12:00:00,102960.5,104969.7,102155.7,104796.0,2009.01847102
2025-05-19 16:00:00,104796.0,105583.3,104498.3,105518.1,1448.20133438
2025-05-19 20:00:00,105513.7,105838.2,105024.7,105568.1,650.53303666
2025-05-20 00:00:00,105568.1,106867.0,105529.7,105755.7,1463.54605318
2025-05-20 04:00:00,105755.7,106400.0,104920.0,105018.3,1059.61746769
2025-05-20 08:00:00,105014.8,105434.9,104848.0,105206.0,1371.12705836
2025-05-20 12:00:00,105206.1,105401.7,104180.0,105340.4,1307.5487181
2025-05-20 16:00:00,105341.4,107254.2,105089.6,107017.9,1532.87744032
2025-05-20 20:00:00,107018.0,107308.7,105939.9,106846.1,1173.70266891
2025-05-21 00:00:00,106846.0,107210.0,106183.0,106838.0,971.51774188
2025-05-21 04:00:00,106839.0,107997.3,106444.1,106509.9,1926.87082539
2025-05-21 08:00:00,106506.1,106796.0,106086.1,106528.5,802.34609979
2025-05-21 12:00:00,106528.1,109458.0,106319.7,108972.0,2735.21989361
2025-05-21 16:00:00,108973.9,109860.0,106115.5,108618.1,4412.40613593
2025-05-21 20:00:00,108612.8,110804.2,107719.3,109642.8,2235.24396356
2025-05-22 00:00:00,109646.0,111880.0,109179.5,111773.9,2891.93400243
2025-05-22 04:00:00,111774.0,111791.5,110457.3,111038.3,2251.67904531
2025-05-22 08:00:00,111038.4,111333.0,110262.1,110983.7,1033.29499695
2025-05-22 12:00:00,110982.1,111616.0,110550.0,111317.8,1576.95775277
2025-05-22 16:00:00,111318.0,111963.0,110916.4,111200.0,1626.95407894
2025-05-22 20:00:00,111203.5,111728.0,110756.0,111701.9,479.40188953
2025-05-23 00:00:00,111702.0,111800.0,111016.0,111111.0,757.55405612
